model,dataset,d_effective,r2_val,v_eps01,v_eps05,v_eps10,n_pairs_eps01,n_pairs_eps05,n_pairs_eps10,lip_q50,lip_q90,lip_q95,lip_q99,lip_tail_ratio,lip_mean,lip_std,tau,diameter,n_folds
xgb,Brazilian_houses,8,0.9872646145500406,0.0009422649111464121,0.039195040140016894,0.12668682633140568,13585,40050,52322,0.00020524590735648092,0.0008193511905169439,0.0011236401594663132,0.0019887609472861857,0.9825483542371277,0.00035107122992063337,0.0005219529037257399,0.23752471804618835,11529.976625016216,5
chebypoly,MiamiHousing2016,13,0.9092486090427361,0.16609300847180095,0.46547889857373903,0.5314838689721558,548,18391,44479,3.078246955931073e-05,9.722786913953746e-05,0.0001276478053645586,0.00020755328101433054,0.8287646214263809,4.714437099678146e-05,0.00017826802784559186,0.16317146661864468,113331.35471800824,5
chebytree,MiamiHousing2016,13,0.89750084922739,0.13719210750952518,0.45170079211013353,0.5243387059546515,548,18391,44479,3.0585182729227846e-05,0.00010050293714953076,0.00013249031000897967,0.00022226232866009505,0.8610020085569348,4.785091257037721e-05,0.00016996164784813036,0.16343141336770084,113331.35471800824,5
dt,MiamiHousing2016,13,0.8023523138449751,0.1940598442513151,0.47234936859941434,0.5332848102117467,548,18391,44479,2.8159574598934455e-05,0.00011096104617588794,0.00015106953385224712,0.0002582832544123,0.9623773562698629,4.4983603876427934e-05,5.8245972809831885e-05,0.15439370571045224,113331.35471800824,5
erbf,MiamiHousing2016,13,0.9180379067966478,0.12731645305334283,0.44053464053484637,0.5127607751668248,548,18391,44479,2.9406668092432155e-05,9.572165951615024e-05,0.00012685049784081287,0.0002081583101188245,0.8494988536896863,4.53820658983266e-05,0.00016482653984030882,0.16359728048934508,113331.35471800824,5
rf,MiamiHousing2016,13,0.8644760704638597,0.13254146000277858,0.43550738306836473,0.5094926965713868,548,18391,44479,2.5624545236568728e-05,8.573162015348635e-05,0.00011235378514246031,0.00018324084585008945,0.8538141972886951,3.769989389552848e-05,4.331810250593155e-05,0.14390557879366597,113331.35471800824,5
ridge,MiamiHousing2016,13,0.7169849285525965,0.0,0.0,0.11275546016061444,26,219,2310,0.10613809726485586,0.23742105828001386,0.26940845625074017,0.31284321260725545,0.4694634229068596,0.11849524053266809,0.08121557932442706,0.1442366811045543,7.309676710253394,5
xgb,MiamiHousing2016,13,0.9173623906388986,0.13923602047919276,0.4460303585724918,0.5155903881497353,548,18391,44479,2.9574927748777384e-05,0.00010017907831922687,0.00013317226241316114,0.00022119837117707785,0.8736883589944011,4.742381969844929e-05,0.00019405191564835384,0.16324499249458313,113331.35471800824,5
chebypoly,abalone,7,0.5597057267518735,0.0,0.4106445926557827,0.5075368910257926,192,13919,21797,11.606217360569445,26.335732571311826,30.399466585610348,37.40788650387884,0.5080826803694041,13.111812561048282,9.20717971922026,0.7306377503127656,1.607019363500612,5
chebytree,abalone,7,0.5653372533665,0.01571844712963395,0.4352765364971861,0.5253401661869361,192,13919,21797,12.095626370193955,28.64615780365197,34.0127502558416,45.044327641964124,0.5701545933350334,14.112851104337233,10.491927554935598,0.7323444074299353,1.607019363500612,5
dt,abalone,7,0.4821923502554052,0.08753722196914505,0.434104921179505,0.4957979047173732,192,13919,21797,2.9277843176784537,42.07353925935886,54.3164240573499,80.8350041407451,1.0351571575354646,14.006719683579988,19.65947819126776,0.7147310729535148,1.607019363500612,5
erbf,abalone,7,0.5572996945474092,0.014386831275720166,0.430196907662918,0.5151147845155024,192,13919,21797,11.485183337617883,31.110488479577974,38.42586618315196,54.51291935192662,0.6740045063876385,14.485853637456765,12.138577287556627,0.7352909652483269,1.607019363500612,5
rf,abalone,7,0.5485287310460788,0.025582270110200818,0.40192508668633964,0.4796757081238171,192,13919,21797,9.389781241842597,28.30361232886665,35.16582326844074,48.64416152755311,0.7142554021602455,12.546458117925686,11.218512741776951,0.6888634552777699,1.607019363500612,5
ridge,abalone,7,0.5151522772954061,0.0,0.11944862929467863,0.3477453530418261,62,5089,16993,1.2786571118313828,3.003623686247287,3.489687415038314,4.474938526700859,0.5435596671371614,1.4844670917751883,1.0700557180796182,0.7047566688284009,7.046731320747618,5
xgb,abalone,7,0.5223802473291739,0.08676201029426853,0.45411898153567626,0.5188543681611578,192,13919,21797,11.939252773068603,37.30115146615178,46.580749525985844,65.66825956826534,0.7432573588510547,16.349307479875712,15.131916793787493,0.7224516272544861,1.607019363500612,5
chebypoly,airfoil_noise,5,0.7293914569755413,0.7150693476022679,0.6982679417000477,0.7010416077165476,8587,15005,21575,0.30723496272120693,1.8562228628989061,4.234600366775483,34.08327267621669,2.0382717169191578,1.7817410634200208,8.676985802066245,1.8070319811565458,9938.030151893707,5
chebytree,airfoil_noise,5,0.8317089287556743,0.7440455460300891,0.7339226253701834,0.7425380250227605,8587,15005,21575,0.395751397664953,2.303295859021415,5.143908584878854,41.64404753836154,2.002591060620262,2.0596864983447607,9.180690883235854,1.9511158189512472,9938.030151893707,5
dt,airfoil_noise,5,0.7262144975392897,0.7254150436248108,0.7256578541399761,0.7401291010353271,8587,15005,21575,0.3488286673102185,2.1645502199228335,4.439640229765234,39.23888156618442,2.0014931237989595,1.8020732580221595,8.68047018337693,1.8608558016374537,9938.030151893707,5
erbf,airfoil_noise,5,0.9211284839848404,0.7648251366671418,0.7600781002341778,0.7689479213422226,8587,15005,21575,0.43133591948876937,2.4655108345143457,5.390803078339635,43.97670668389456,2.0010256341850514,2.2041986613825912,9.848800038642217,1.9999337018323107,9938.030151893707,5
rf,airfoil_noise,5,0.828774795708816,0.7233390395312316,0.704942639797209,0.7182238635153102,8587,15005,21575,0.3144993891359785,1.7889403472669554,4.1995404088822355,35.27698734457324,2.022886235091316,1.6262866609293325,7.275490233981455,1.6294188601037878,9938.030151893707,5
ridge,airfoil_noise,5,0.5053380731514416,0.0,0.0,0.18107361464511523,213,501,1026,2.9621452284525716,4.473575927837841,4.894857701562804,5.469931201150979,0.26642105239392655,2.783112520301472,1.475992076759825,1.4792206483245747,4.955345389772494,5
xgb,airfoil_noise,5,0.9237879607902834,0.760642563355191,0.75555517814384,0.7631124089583082,8587,15005,21575,0.42701642231359854,2.3905292559788243,5.639766953586095,42.92394030904491,1.9819322526588663,2.109537631799705,9.301098869986392,1.9709869623184204,9938.030151893707,5
chebypoly,analcatdata_supreme,5,0.9780457347145429,0.0,0.05346596482043531,0.09821400278820926,3566,14646,23069,0.0034759530146394003,0.059136035334856084,0.19774220589787256,0.6264166949118222,2.2986195473214357,0.02973413356143672,0.09590591656560604,0.16267157388550274,26.630317083115596,5
chebytree,analcatdata_supreme,5,0.9779779014669071,0.0,0.048988175000361775,0.09474162560333188,3566,14646,23069,0.002982314541179765,0.08627936207364105,0.19741668709675686,0.6266222258107541,2.358295026612247,0.03198462911569657,0.09640370475225603,0.16262374761762316,26.630317083115596,5
dt,analcatdata_supreme,5,0.9780359444373345,0.0,0.05063498074359751,0.0957012914006693,3566,14646,23069,0.0,0.08067340989867362,0.19892125738353092,0.6306569364782783,,0.028783580134631427,0.09700195593931533,0.16267498431972469,26.630317083115596,5
erbf,analcatdata_supreme,5,0.9767899266693718,0.0,0.0513430770558202,0.09589456178313549,3566,14646,23069,0.00837026179181417,0.0861871995444972,0.19934174118451514,0.5609303417151326,1.8342404566670403,0.036589102400835814,0.09215426676704226,0.16253718796590183,26.630317083115596,5
rf,analcatdata_supreme,5,0.9724473569498706,0.0,0.049507801714832544,0.09311328733602188,3566,14646,23069,0.006390643901236589,0.08690518834266979,0.19176297682900662,0.49141626349029954,1.8959049984036416,0.03439472474335341,0.08648364657318686,0.15818653952713807,26.630317083115596,5
ridge,analcatdata_supreme,5,0.4302212893383047,0.0,0.0,0.1774741661746829,3566,12990,15793,0.3619725666240666,0.36197256662406857,0.3619725666240688,0.36197256662406896,2.7386900050113268e-15,0.35904487134743135,0.02879580641426458,0.1082686843568685,4.874172486253668,5
xgb,analcatdata_supreme,5,0.9775817970700398,0.0,0.05199319681093256,0.09645880909307589,3566,14646,23069,0.006043845104955899,0.08777872323989869,0.19738337159156777,0.5693409874439238,2.0045790070512113,0.03351274162718188,0.09215678577882884,0.16172000765800476,26.630317083115596,5
chebypoly,california_housing,8,0.7300950928962384,0.812250622538962,0.8117769802466508,0.8124381920141948,78531,87785,94428,0.09430903514601321,0.27885805555510845,0.3474888105429908,0.4880517516101536,0.7139570747207451,0.12484861404029488,0.11154419066227561,0.29703780456262463,3072.0510520188827,5
chebytree,california_housing,8,0.7514483521936013,0.8035639032956986,0.8027281308762877,0.8036917421271603,78531,87785,94428,0.09453816572043208,0.2945151609921662,0.3687933304577186,0.5409760173691361,0.7575357365622758,0.1296038470231457,0.12243281903748002,0.30740231804339635,3072.0510520188827,5
dt,california_housing,8,0.6672706932636479,0.7992759283289622,0.7984699678993483,0.7991710085382431,78531,87785,94428,0.08783179207685414,0.2782747663872831,0.3484704294162449,0.506031255750347,0.7604870068760687,0.12125081125116602,0.11596128285108913,0.2884830441382838,3072.0510520188827,5
erbf,california_housing,8,0.7918151767467567,0.8086747622252822,0.8072095693338888,0.8075851842080869,78531,87785,94428,0.09795097098020672,0.30074312896809074,0.37844213794990267,0.5532317442558994,0.7518617977749997,0.133297339078268,0.1255260143549014,0.3095233097514522,3072.0510520188827,5
rf,california_housing,8,0.7395950209365623,0.8030098126993999,0.8019887204060776,0.8026488720347068,78531,87785,94428,0.08233196525964481,0.2571936213589898,0.3210659786942559,0.45637836985193897,0.7437795433284109,0.11275644678370991,0.10498225307400524,0.26835571666127933,3072.0510520188827,5
ridge,california_housing,8,0.6009110375144694,0.0,0.019002736463305914,0.19731617012428462,7,1808,32178,0.34855576324652626,0.792744171645037,0.9240671897303205,1.1454093129978655,0.5148534604321225,0.3947249952832113,0.2795342303674933,0.2656052848863144,5.4880647938571085,5
xgb,california_housing,8,0.829206054905139,0.802674438005295,0.8016044695571167,0.8022488853796762,78531,87785,94428,0.09712858468679206,0.31080984192744454,0.39351385662175975,0.5906455673413677,0.7839887749154835,0.13630982489411142,0.1334749561350313,0.31760114431381226,3072.0510520188827,5
chebypoly,concrete_strength,8,0.8935199252459689,0.05394708159636574,0.20746207574223297,0.45460825723234033,280,387,739,0.11469335435137876,0.36126876803037683,0.48120775985988695,0.8964760101452989,0.8881305717125132,0.16836672867966082,0.1935725951768073,4.786147727567419,428.2574990623526,5
chebytree,concrete_strength,8,0.8664864141597801,0.05437339738583944,0.19254520857771515,0.4163109657789061,280,387,739,0.11114747156351448,0.3408911643575639,0.4620551710448285,0.9067801993275927,0.9085173996525391,0.16465652353030064,0.21348151271589505,4.742358318476528,428.2574990623526,5
dt,concrete_strength,8,0.810612429768382,0.03408933673129048,0.18753932533011966,0.3911536138923771,280,387,739,0.10872081613375525,0.37115283218240547,0.49839205740597886,1.0281391541447014,0.9732746339338393,0.16645493888004767,0.23439731161645563,4.742922098741518,428.2574990623526,5
erbf,concrete_strength,8,0.88586008456646,0.017515509305583352,0.180966940711276,0.4247492470252226,280,387,739,0.11134374041756667,0.35015970169091254,0.463305771795551,0.7817446440976004,0.844853617011737,0.16085208485296223,0.17722963325835325,4.755020566982073,428.2574990623526,5
rf,concrete_strength,8,0.8807860055626799,0.039606578110600824,0.20395721402357392,0.4168692799312755,280,387,739,0.1003380858611675,0.32549235456219766,0.43796810863052127,0.830887122706422,0.9154002911930842,0.15258386953930564,0.19978965132388918,4.3073313256976435,428.2574990623526,5
ridge,concrete_strength,8,0.60082350396412,0.0,0.0016304347826086956,0.10230606587884886,254,333,646,4.5043374993153735,9.161470975338762,10.326873491525474,12.314240606002278,0.43702121389020243,4.7940789579227445,3.1420701219074925,3.923958639401227,6.245678727557693,5
xgb,concrete_strength,8,0.9176273516621383,0.05702735370520928,0.20285631272782312,0.4313718322559609,280,387,739,0.11560703987503093,0.36175478289552915,0.49450810879182133,1.0619446328193127,0.9513006884380119,0.18023135240684934,0.2769301425539072,4.780472755432129,428.2574990623526,5
chebypoly,cpu_act,21,0.9835174444741263,0.0996960431073081,0.3350838710508977,0.37466475759141005,4580,26018,35811,0.00012126629507525474,0.0005050287594875332,0.0007436018071030415,0.0014278425654346018,1.0701809699707379,0.00021642949325496283,0.0003005334823553467,5.473358908372641,1378232.2945255958,5
chebytree,cpu_act,21,0.9824219811788641,0.10488773525984066,0.3412966962362156,0.37809816423339465,4580,26018,35811,0.00011919721677458808,0.00051496416100261,0.0007496379619859536,0.0014345292312784197,1.0794185394106914,0.00021608858474572363,0.0003049600945997296,5.4651452802664044,1378232.2945255958,5
dt,cpu_act,21,0.9677364692445025,0.11303007957676219,0.34892236375239394,0.3843230642689476,4580,26018,35811,0.00012079237569937208,0.0005372348838965713,0.0007868913750906688,0.0015279516148618438,1.100771145765344,0.00022094705107830764,0.0003196976823389117,5.4382933324770635,1378232.2945255958,5
erbf,cpu_act,21,0.9832063076860427,0.10045716609491304,0.3382562659028704,0.37717487123626786,4580,26018,35811,0.00011940730614980272,0.0005078710539986551,0.0007483159847423354,0.001411803016565114,1.0716679423202007,0.00021539155972996192,0.00030219183693317353,5.462973925053431,1378232.2945255958,5
rf,cpu_act,21,0.975814457405075,0.10074005788244822,0.33314862943891016,0.3678488662511957,4580,26018,35811,0.00011163335514257936,0.0004950675187302984,0.0007301787857779382,0.0014097607291995566,1.100698177483887,0.00020777279392400223,0.0002992379981746844,5.384341289679614,1378232.2945255958,5
ridge,cpu_act,21,0.7368671173844034,0.0,0.0007467245691464748,0.03482540190127379,312,4511,13985,1.4869264738969412,4.060534674879482,5.2311396517198805,7.473413694607207,0.7013098909360647,1.8982350101025023,1.6372165501817015,4.7078080627558405,12.039981398079856,5
xgb,cpu_act,21,0.9816915424208696,0.10825033648666042,0.3422026745816676,0.381947131302246,4580,26018,35811,0.00012128035562880774,0.0005189500048567246,0.0007607306348214651,0.00147220718428439,1.083528794933116,0.00021948601414846128,0.0003087027722979027,5.4548258781433105,1378232.2945255958,5
chebypoly,diabetes,10,0.47967527886551986,0.0,0.0,0.0,539,539,541,238.87459786542718,534.3470233298649,604.1196966644162,710.3204582400027,0.4725354521768508,266.8015322842586,185.09413467739375,16.53648824528675,0.3165616940510899,5
chebytree,diabetes,10,0.47511967829459234,0.0,0.0,0.0,539,539,541,243.97914689794334,586.4377603947818,699.3765924975353,915.9958004665939,0.5743787192486518,284.5050330736625,215.34365049237695,16.773458866737748,0.3165616940510899,5
dt,diabetes,10,0.3163211684625449,0.0,0.0,0.0,539,539,541,225.37407914624882,726.2241216036393,889.98784917116,1226.3189846573164,0.7677662798439531,294.76556790523375,310.66279629397445,16.322375067599655,0.3165616940510899,5
erbf,diabetes,10,0.44765710026707256,0.0,0.0,0.0,539,539,541,230.0002295628458,594.9642972334341,712.0205497196819,923.7058696219926,0.6024633718214117,282.1391557105372,219.93586626988568,16.07978692233103,0.3165616940510899,5
rf,diabetes,10,0.45131075162070144,0.0,0.0,0.0,539,539,541,199.12401153016586,523.0080249122454,646.7170095301399,808.2519469341054,0.6099039886281746,245.78640317580636,198.4096608643903,14.772358329394027,0.3165616940510899,5
ridge,diabetes,10,0.4795412782856353,0.0,0.0,0.0,539,539,541,10.676734661450618,23.98980850914291,27.226674346990148,31.85073358293573,0.4749898734488488,12.097559427993103,8.28452810288875,16.044709828443494,6.673710681302234,5
xgb,diabetes,10,0.4252861904804794,0.0,0.0,0.003971119133574007,539,539,541,232.69477716162663,582.2678209236749,712.7949574288727,910.8156804526794,0.593217413488312,280.3339186782629,215.9882892741091,15.308168411254883,0.3165616940510899,5
chebypoly,diamonds,6,0.9427333464524438,0.0,0.005950165555237802,0.05310270725973802,3433,57477,84922,0.34358895159522895,0.8507785941638994,1.1472250905828885,2.2286425886533925,0.8094771098597076,0.4304645116541937,0.41074099602577957,0.29527643862345965,7.618122669162993,5
chebytree,diamonds,6,0.9431984605799141,0.002595718660837844,0.024161581839812644,0.08005078721393995,3433,57477,84922,0.31198394878171254,1.0222135339950547,1.4456081146471875,3.0056124028226394,0.9832851443667447,0.4702448151554453,0.5615231530554103,0.2958974880908767,7.618122669162993,5
dt,diamonds,6,0.942012697673162,0.0007632627708536357,0.021867670535845363,0.07846466342020157,3433,57477,84922,0.22984257625938748,0.947550935262724,1.3064804123557927,2.5889362725556664,1.052271275628997,0.3875094548393781,0.5934861294904239,0.29520772915601856,7.618122669162993,5
erbf,diamonds,6,0.9450069844721364,0.0,0.014622341477686701,0.06916345197482796,3433,57477,84922,0.30824765330018156,0.9030556125638156,1.227796152650696,2.5236309170258373,0.908903772999723,0.42910274471959714,0.4565138399707904,0.29549755947122286,7.618122669162993,5
rf,diamonds,6,0.9440740370287978,0.0,0.010290505944375769,0.06546128836156542,3433,57477,84922,0.24701816455178602,0.7551208426142006,0.9866222027432927,1.812729656076034,0.86531318689898,0.34716384643771997,0.387883927017954,0.2948417119840959,7.618122669162993,5
ridge,diamonds,6,0.9250666822042393,0.0,3.648436644897662e-06,0.004196106368008637,2495,54658,90052,0.29451032601412425,0.6285524166958206,0.7227756509721928,0.8890955806999749,0.4722066029125781,0.32275034157980775,0.22112542473357796,0.29825774660168625,5.958659427373012,5
xgb,diamonds,6,0.945373920510632,0.0020624820229311223,0.020588689261917873,0.07741064637632147,3433,57477,84922,0.2698232654067664,0.9292755667182909,1.280772899027531,2.540572394910536,0.9745261946967023,0.41769317094802305,0.5173300982891273,0.2954190671443939,7.618122669162993,5
chebypoly,elevators,16,0.8905387531440969,0.6101384262412856,0.6473668680370712,0.6487903629632183,4261,66377,72873,0.0002357319283131808,0.0012584674851106518,0.0018216389849998221,0.0032400124907513332,1.1376090524395956,0.0004885685096264272,0.0007023861454137899,0.00190589016838998,771.6471836599333,5
chebytree,elevators,16,0.8858681367415938,0.5728384941672326,0.6145153802273609,0.6161866731249781,4261,66377,72873,0.00021693545234702095,0.0012949401481323402,0.001857022445626455,0.0032351595414374943,1.1734325756563806,0.0004825377631729775,0.0007031049989568533,0.0018998419636398131,771.6471836599333,5
dt,elevators,16,0.5942283511524462,0.4822935305472565,0.584230948255249,0.5869373033033434,4261,66377,72873,0.0001616782421212624,0.0010301142044876863,0.0015065801149633192,0.002541557318860562,1.1960374975077215,0.0003700937396638593,0.0005539834322929488,0.0015837786158369165,771.6471836599333,5
erbf,elevators,16,0.8617076881435441,0.6042946648446159,0.6411963789405485,0.6424239764172281,4261,66377,72873,0.000223668253872472,0.0012373644851412396,0.0017565206895287545,0.003006936191466892,1.1281984890411685,0.0004682124953984796,0.0006568900802748868,0.001833892007826094,771.6471836599333,5
rf,elevators,16,0.6898027663605975,0.49003887473302454,0.5987201556249468,0.6012440459299463,4261,66377,72873,0.00015494081145552208,0.000939854232070559,0.0013504789404696774,0.002229314005438207,1.1580131748666234,0.00034221296802899686,0.0004907540506227265,0.0014658545055116288,771.6471836599333,5
ridge,elevators,16,0.8126883834555869,0.0,0.03557422969187675,0.25133850731237894,16,42,1532,0.0009882923000898852,0.003397492365865741,0.004486154493677627,0.00651742867526327,0.819179869002929,0.0014451039811012368,0.0014218518328172579,0.0018167155027309808,8.978428617152208,5
xgb,elevators,16,0.87305445436389,0.5097262339204344,0.5785767487625948,0.5813879564530644,4261,66377,72873,0.00018645730364257916,0.0012704477005793702,0.0018584357887369584,0.00325212698925523,1.2408644653000072,0.0004575577027390613,0.0007072193517396901,0.0018652944127097726,771.6471836599333,5
chebypoly,energy_efficiency_heating,8,0.99733469304301,0.3580235270751342,0.3963020147990175,0.3963020147990175,3605,6197,6197,1.0426455063377467,4.019217483645988,7.144287716873308,17.674124270058563,1.2194867217690175,1.9615382179834928,3.2880940336167144,3.008624099142611,264.3223778747991,5
chebytree,energy_efficiency_heating,8,0.9974935962770752,0.36302219222765625,0.4041524108769664,0.4041524108769664,3605,6197,6197,1.0484373226809833,4.084503314541797,7.127200634865955,17.77688894288483,1.2222397529516413,1.9694237852998615,3.3525999949073606,3.0088941265939533,264.3223778747991,5
dt,energy_efficiency_heating,8,0.9956359978689259,0.36590563095774836,0.4057509561897123,0.4057509561897123,3605,6197,6197,1.0622328058387729,4.031743404233349,7.251398899513248,18.419139178055048,1.2332760822029598,1.9578463613659811,3.368314376681609,3.014966092273846,264.3223778747991,5
erbf,energy_efficiency_heating,8,0.9984020617887239,0.36812623446078296,0.4131627816133757,0.4131627816133757,3605,6197,6197,1.0371754309628638,4.0473644559928985,7.046831408918808,18.006110399679695,1.2332942338837107,1.9689053646692165,3.2536733616257036,3.008054079873947,264.3223778747991,5
rf,energy_efficiency_heating,8,0.9949580586677605,0.3488787880327109,0.39082375422987703,0.39082375422987703,3605,6197,6197,0.9970065925328001,3.8257873901408104,6.963851574325007,17.765130511162294,1.2427968211540896,1.8606965223284668,3.21048042736397,2.995133808385585,264.3223778747991,5
ridge,energy_efficiency_heating,8,0.9140537752572572,0.0,0.0,0.0,312,312,312,1.2010462474005936,2.5059383628568797,2.7566078787348594,3.2791311202134303,0.4365120050854038,1.2905449330788334,0.869113521375156,2.885797320750533,5.764846055735832,5
xgb,energy_efficiency_heating,8,0.9960152741753013,0.35688739143498993,0.3992774639223045,0.3992774639223045,3605,6197,6197,1.0319427326947455,4.020067206201868,6.9035304821121155,18.753040936787865,1.2543468208744446,1.961104102001417,3.347457781648548,3.0023789405822754,264.3223778747991,5
chebypoly,esol,7,0.8934835808244801,0.12635985031733704,0.47360524214550975,0.6110866327003965,428,2715,7668,0.049449879525870946,0.21739931051132885,0.32468307758655474,0.8218435040458161,1.2168766728388096,0.09601716349145806,0.1504294760092768,0.5911507469338818,287.5969937889956,5
chebytree,esol,7,0.8486101517003937,0.11928790547585075,0.46327320185269893,0.6032278475186093,428,2715,7668,0.05203725356424743,0.19156017943712214,0.298672473729372,0.6836833872878462,1.1165923963038658,0.09195547857332945,0.1712142858830059,0.5934814098414223,287.5969937889956,5
dt,esol,7,0.8533967481545774,0.1388339294068146,0.4633225308460399,0.5968627003935165,428,2715,7668,0.04645847473245366,0.21005668637921637,0.3166691993332269,0.7542153144386452,1.2074125344808693,0.09774791681810671,0.3352468261584224,0.5908623617307933,287.5969937889956,5
erbf,esol,7,0.8972668411725078,0.10827168797210415,0.4817000338957283,0.6100573309670715,428,2715,7668,0.05082845348227396,0.22369282601649063,0.3219301584839648,0.79844467409243,1.1928172267625503,0.09784549346943891,0.15576518993809688,0.5951657887350612,287.5969937889956,5
rf,esol,7,0.8946218864264177,0.09604285615938897,0.4208667303235183,0.5759758951963855,428,2715,7668,0.04308499563894298,0.18178234637975912,0.2601243907455061,0.6122617565489555,1.1509479669909248,0.08266957765806468,0.17372813216279864,0.576190551748561,287.5969937889956,5
ridge,esol,7,0.8280614436091449,0.0,0.005436893203883495,0.1760380446065609,266,459,1322,0.7149132526004319,1.4327930076318638,1.5904218324368662,1.87212466016794,0.41833278186864653,0.753223496846004,0.4822036972385947,0.5702654918196,6.3361176378990836,5
xgb,esol,7,0.8821595131317073,0.11309222698633163,0.4593582758423868,0.5982377237924237,428,2715,7668,0.047201119018748336,0.19506745323870495,0.294280933397802,0.6110554742318209,1.1049871636939583,0.09342627794659071,0.26499228370004085,0.5821642875671387,287.5969937889956,5
chebypoly,feynman_gaussian,2,0.3812594520041692,0.022917744631192366,0.15773267929647167,0.27039904790216324,6134,25055,34407,0.11621262881190819,0.3421243065283751,0.5145710940846119,0.8880111345089139,0.8814587526136812,0.166296047225945,0.1724240921611781,0.06312538779981712,10.633435310537042,5
chebytree,feynman_gaussian,2,0.9907851010900697,0.36999898205594983,0.1952212704089875,0.2073505881518367,6134,25055,34407,0.019444429043151544,1.243419461833311,3.0292368566016017,9.328453871549812,2.683817115804935,0.5587461720841942,1.8828337742952783,0.10095633949522971,10.633435310537042,5
dt,feynman_gaussian,2,0.9387521755458437,0.267004121545404,0.18199502856130717,0.1983958999449086,6134,25055,34407,0.0,0.4574268180916416,1.848375109989092,12.003055734405928,,0.4760462086592695,2.67129825179329,0.0989148040515703,10.633435310537042,5
erbf,feynman_gaussian,2,0.9690569843651439,0.37553461375529784,0.20776485863003127,0.2178404261845584,6134,25055,34407,0.03140328459774486,1.3834792814301669,3.223189364986625,5.704307410274619,2.2609543843802093,0.4690549833278627,1.1388199196212498,0.09965731214190879,10.633435310537042,5
rf,feynman_gaussian,2,0.9453132946299194,0.32565155360389175,0.1806404214893976,0.1973632823125259,6134,25055,34407,0.03401022944242037,0.9549502879516945,2.117056571796332,5.1879978350834435,2.1843341557026212,0.36463162428141827,1.021106841332905,0.08787431722820649,10.633435310537042,5
ridge,feynman_gaussian,2,0.06866623741200244,0.0,0.0,0.01588624325931189,6060,25092,34473,0.06301715363620754,0.0892809625575576,0.09004240326931927,0.0902929798652469,0.15614870901276726,0.05673474025201676,0.028347420628683888,0.027081104190191146,3.6265403161133216,5
xgb,feynman_gaussian,2,0.489667103497459,0.33726985641918994,0.3945352386880091,0.42826590485220895,6134,25055,34407,0.1648910547640476,1.2885304521520293,1.8110473583146351,3.8917323114270927,1.3738730766935277,0.47819271398047797,0.9895081594540297,0.06968188285827637,10.633435310537042,5
chebypoly,feynman_wave_interference,4,0.9094083791716079,0.0,0.0,0.04377695455381944,35,1566,13143,0.48196879138067494,0.9592045644883342,1.0706173684943763,1.3456919146040929,0.4458742325084721,0.5129023842047775,0.32975795991280765,0.8673933035406023,9.895878063782607,5
chebytree,feynman_wave_interference,4,0.8833385363588041,0.0,0.0005191434133679429,0.015469141689218929,35,1566,13143,0.41822533277845364,0.8425753245745564,0.932820704540009,1.1164146570887634,0.42540882849255396,0.44450448905087614,0.2883831832641145,0.8587596210566698,9.895878063782607,5
dt,feynman_wave_interference,4,0.8728065419374633,0.0,0.011278261376134758,0.05067633145083701,35,1566,13143,0.35249019165796613,0.9744574886961643,1.1297123602334467,1.5444267226325425,0.5199030681353678,0.440848234773069,0.40587206500284384,0.8563918592117492,9.895878063782607,5
erbf,feynman_wave_interference,4,0.9649779264054722,0.0,0.0009940802400033135,0.042700994919221115,35,1566,13143,0.505137777243538,1.162020014268198,1.3882674945658597,2.030302910444162,0.6039269472504627,0.5867609891225273,0.4508718719269349,0.8928076188568449,9.895878063782607,5
rf,feynman_wave_interference,4,0.8885496762887867,0.0,0.0,0.021040642614325485,35,1566,13143,0.3738284015636558,0.8258813342733686,0.9347223672275746,1.1345434766648548,0.4824893356546358,0.41419843952464247,0.29070218669747006,0.8254787882119269,9.895878063782607,5
ridge,feynman_wave_interference,4,0.8415195785998055,0.0,0.0,0.03813352441516947,34,1124,10447,1.0643957833844255,2.1318148845699705,2.362074082501258,2.629375786844669,0.39282632810301105,1.1240524272794823,0.704939421981715,0.8338166040529691,4.32744218058708,5
xgb,feynman_wave_interference,4,0.9347547377168297,0.0,0.008769878088126192,0.06744526473635024,35,1566,13143,0.5082569396352914,1.1742310282531299,1.3941686055352336,1.9144996534712568,0.575397424556764,0.5875656648988254,0.4408163144159629,0.875349223613739,9.895878063782607,5
chebypoly,fiat_500_price,7,0.846439594406786,0.10784573743234638,0.31126619822330853,0.3507968042558456,2677,11325,16814,0.30921237515616595,0.8814687985256418,1.173749716906875,4.551811347531428,1.1427286962221943,0.6950488133142588,3.924579312865249,535.7344914850453,113274.18790438116,5
chebytree,fiat_500_price,7,0.8449580187859466,0.10928340267034257,0.30907984047099485,0.3470334014177741,2677,11325,16814,0.3118152659768799,0.8974864222165385,1.2120359520633877,6.731937059845713,1.236120278290857,0.7602196845724759,4.240983488899469,537.480491030675,113274.18790438116,5
dt,fiat_500_price,7,0.8242199813018376,0.21251955519627147,0.3798018876908956,0.413044328020709,2677,11325,16814,0.3036018143175359,1.1564111480722974,1.6650518276227895,5.01041940669463,1.2061181060277817,1.000949996042372,10.30534523731673,538.4093560325343,113274.18790438116,5
