model,dataset,d_effective,r2_val,v_eps01,v_eps05,v_eps10,n_pairs_eps01,n_pairs_eps05,n_pairs_eps10,lip_q50,lip_q90,lip_q95,lip_q99,lip_tail_ratio,lip_mean,lip_std,tau,diameter,n_folds
chebypoly,Bike_Sharing_Demand,6,0.6441794703751459,0.09748449434710535,0.38760384076188853,0.5193792551414866,176,5482,43960,17.373369011312878,59.44484079714526,76.52570204093742,114.96841775044012,0.8205773497311087,25.710498298964733,27.115966678263067,43.780221828564954,37.10478119768491,5
chebytree,Bike_Sharing_Demand,6,0.6824087986484099,0.0795424922494349,0.35848266145927743,0.48346736355587094,176,5482,43960,15.132863345280896,67.35016551073616,89.17294171406192,135.78299317247695,0.9530983283849501,26.34985707291146,32.75270913778148,45.466038384989155,37.10478119768491,5
dt,Bike_Sharing_Demand,6,0.6545060105861941,0.04864198096068202,0.29857535723933654,0.4342337947362047,176,5482,43960,9.670664757413366,64.83693726084759,87.37915302339336,130.89357597797567,1.1336559417022667,22.488110065713187,37.33200449970477,44.40023650689143,37.10478119768491,5
erbf,Bike_Sharing_Demand,6,0.6716182528212722,0.07861458191865071,0.3531155766292051,0.4875055402251622,176,5482,43960,15.402613188944628,61.297023381737446,80.32985315224491,119.22764075197124,0.8884485356811866,25.10498837869053,28.44381743196353,44.55629179714119,37.10478119768491,5
rf,Bike_Sharing_Demand,6,0.6684171268726736,0.029213766624004822,0.25752847403441115,0.3928696596590673,176,5482,43960,9.478207239733798,53.338929617400844,74.10844194625597,116.29850484670393,1.0888705422825957,19.649657233249567,26.261070009672824,42.36027355717761,37.10478119768491,5
ridge,Bike_Sharing_Demand,6,0.3333156505896449,0.0,0.0,0.030055070294830132,43,677,10718,29.164943850711886,60.251705925584034,66.46830912438341,75.45370135559406,0.4128171840990097,31.332381561276122,20.13767140730564,31.364243097873896,5.128770945864712,5
xgb,Bike_Sharing_Demand,6,0.6887512316558366,0.129232498569479,0.3669680815235727,0.4848164291119478,176,5482,43960,15.519377761024401,67.60887293643943,89.89183863817128,141.25427387912708,0.9599468687383379,27.140205284369053,36.86729449608369,45.11322784423828,37.10478119768491,5
chebypoly,Brazilian_houses,8,0.9656670170522587,0.00048630015257123093,0.03254081183837774,0.12388123341120798,13585,40050,52322,0.0002212653057649071,0.0008766926791914806,0.001195630602062087,0.0020769143906944555,0.9696700593436798,0.00037750520002462163,0.0006105940514976626,0.23870767875237267,11529.976625016216,5
chebytree,Brazilian_houses,8,0.9820926970132067,2.91247997670016e-05,0.03709226248076357,0.12445072564592899,13585,40050,52322,0.0001907155924104747,0.0006802378311270686,0.0008981258625174578,0.0014334903552317394,0.8756304311424105,0.0002926789085987092,0.0003130109376051117,0.23867948452618357,11529.976625016216,5
dt,Brazilian_houses,8,0.9725939033268676,0.01890986479335017,0.06389057966989888,0.15270356244722852,13585,40050,52322,0.0,0.0009995653089731969,0.0015527086251057138,0.0032454786315628038,,0.00029246108750963695,0.0007134787976029148,0.2363812266846467,11529.976625016216,5
erbf,Brazilian_houses,8,0.9719430055391092,0.003412047461820583,0.03709200855164797,0.12836919229135393,13585,40050,52322,0.00023281015291095564,0.0010117899759454854,0.0014269529009255624,0.0026981661958835447,1.0414921892257119,0.0004368324314625325,0.0009133010674601429,0.23663019817690376,11529.976625016216,5
rf,Brazilian_houses,8,0.9790240736256852,0.0009292984714233173,0.03673837524452182,0.12520395386369582,13585,40050,52322,0.00017109746374808225,0.0006614660281805423,0.0009060402395238611,0.001627864307566173,0.9782159519023491,0.0002831059966953189,0.0003509832234539759,0.2341305604794302,11529.976625016216,5
ridge,Brazilian_houses,8,0.8361486934103229,0.0,0.016590428064488346,0.06240592088119553,7701,24362,29683,0.3165146048443551,0.8541973642014062,1.0539114415001851,1.319604245103852,0.624951199200497,0.37980383706924925,0.31307863313506745,0.24596547523903278,6.173876523572259,5
