model,dataset,d_effective,r2_val,lip_tail_ratio,lip_tail_ratio_q90,lip_q50,lip_q75,lip_q90,lip_q95,lip_q99,lip_mean,lip_std,violation_prob,per_point_max_q95,tau,n_anchors,median_perturbation_dist,n_probes,n_folds
erbf,Allstate_Claims_Severity,50,0.49704158882086463,0.42693731937697077,0.25325398459592086,170.6634135533397,302.1036280377266,454.02100065801943,566.0511178660724,817.2784594130774,214.6813881083896,181.63091272533057,0.00171778965612793,1008.416197777656,613.79085270209,706,0.4844635940618837,21192,5
rf,Allstate_Claims_Severity,50,0.4388707684462762,0.8678530160467897,0.550821665607568,27.017278030209503,71.22251867379873,153.88126833394034,229.31306423400275,575.414079951878,66.28395277703564,152.3992051995801,0.0039660640922233896,1297.8684568262784,512.2135943537935,706,0.4844635940618837,21192,5
ridge,Allstate_Claims_Severity,50,0.4501210518227314,0.3283198656751412,0.17917947059690964,149.33250136314916,254.04232216930458,360.37878183712974,425.8127202424806,547.2383839788483,175.22227662137584,130.22523708154247,9.42951438000943e-06,654.6708417982045,579.9684928126431,706,0.48490187153127967,21192,5
xgb,Allstate_Claims_Severity,50,0.486287480953678,0.6952238305507595,0.41410656927972855,1075.6829849645594,2331.107857537593,4565.262226567202,6607.756313504698,12171.853551065942,1913.82696820906,2715.9002438010693,0.42874111332019743,12251.41764942655,644.270263671875,706,0.4844635940618837,21192,5
chebypoly,Bike_Sharing_Demand,6,0.6441794703751459,0.7032202312330471,0.442844334608972,138.34390995122698,308.5684334642029,576.0030610353954,782.031974635315,1633.6591574162503,243.15318026655987,315.4647183158148,0.0711574074074074,2197.752411592943,43.780221828564954,144,0.04946413820271173,4320,5
chebytree,Bike_Sharing_Demand,6,0.6824087986484099,1.0524375506394272,0.5988001449129008,91.97025618538237,323.53500021350783,1013.6207237152355,1833.0121381071726,4347.680224518245,383.6654734903087,850.4082266797308,0.12138888888888891,4883.8030839481435,45.466038384989155,144,0.04946413820271173,4320,5
dt,Bike_Sharing_Demand,6,0.6545060105861941,2.0043213737826426,2.0043213737826426,0.0,0.0,0.0,0.0,326.6284936145821,12.362543447412099,130.8919013614665,0.0077777777777777776,1215.1467581855836,44.40023650689143,144,0.04946413820271173,4320,5
erbf,Bike_Sharing_Demand,6,0.6716182528212722,0.6229051696879799,0.32514408247638765,72.11576278300288,172.86444283726192,349.78675218585624,486.18230786341644,747.4326625412834,133.2924745095313,160.8019533422008,0.012453703703703705,846.2538653321628,44.55629179714119,144,0.04946413820271173,4320,5
rf,Bike_Sharing_Demand,6,0.6684171268726736,1.954729981944641,1.1254451256871545,0.0,0.27756242641971923,13.45542329053588,41.42956533374279,205.39022658109315,10.525805657703032,66.3119992909573,0.004074074074074075,624.8902843013985,42.36027355717761,144,0.04946413820271173,4320,5
ridge,Bike_Sharing_Demand,6,0.3333156505896449,0.22420194510883915,0.10876566970473282,26.43208256140641,43.1529571623414,56.51171398179874,63.17224052377826,72.81443821313023,28.946937379618795,19.059000716433726,0.0,77.31706379275806,31.364243097873896,144,0.04946413820271173,4320,5
xgb,Bike_Sharing_Demand,6,0.6887512316558366,0.8065686403541796,0.46084307713998224,297.2769662151268,858.0573364674663,1963.484077005586,3003.944694702054,5794.791248233604,733.0665999165735,1193.9566340158067,0.23097222222222222,7695.19363018908,45.11322784423828,144,0.04946413820271173,4320,5
chebypoly,Brazilian_houses,8,0.9656670170522587,0.9626822633484601,0.6215500152925821,0.4853913947976042,1.6495881033129798,4.8835080104253485,10.431971167138183,31.427776913779393,2.2966438030755922,5.572147272033457,0.16274809160305342,37.911639541256044,0.23870767875237267,131,0.11360745647321994,3930,5
chebytree,Brazilian_houses,8,0.9820926970132067,0.8317095526338832,0.5750356576483358,0.08978078908455692,0.18688656957320873,0.34959184089101075,0.5208259206314153,1.4222084344547832,0.18624160190140343,0.6287299816936928,0.005394402035623409,2.095233616830001,0.23867948452618357,131,0.11360745647321994,3930,5
dt,Brazilian_houses,8,0.9725939033268676,2.0043213737826426,0.8971428626013994,0.0,0.0,0.5496980517697525,1.3639288450102736,3.2685482952758145,0.2113161746031762,1.1499090903167322,0.01302798982188295,5.177599689904656,0.2363812266846467,131,0.11360745647321994,3930,5
erbf,Brazilian_houses,8,0.9719430055391092,0.7142670876821594,0.44904653185765087,0.10507757339970487,0.22184733172701515,0.4267024088457846,0.6578746976755303,1.2832759408935712,0.1882615389767929,0.2710976409295619,0.012824427480916032,1.7909131484958636,0.23663019817690376,131,0.11360745647321994,3930,5
rf,Brazilian_houses,8,0.9790240736256852,0.7424157335248455,0.45392525273078055,0.07780385270859305,0.18710504977936832,0.3754752310059843,0.5520263917265624,1.1141749732824677,0.15852319626409223,0.30755187255297145,0.0024936386768447836,1.8721890128460235,0.2341305604794302,131,0.11360745647321994,3930,5
ridge,Brazilian_houses,8,0.8361486934103229,0.43288321501216787,0.2123720821159018,0.19110522056213267,0.41546131627336813,0.6980203333973651,0.8751069187128128,1.1461967560538582,0.2889871246559097,0.27261322988611436,0.010178117048346055,1.2907533423706314,0.24596547523903278,131,0.1132550447520646,3930,5
xgb,Brazilian_houses,8,0.9872646145500406,0.7965072063507848,0.5208801192940801,0.13090803005647017,0.32053249591236094,0.6283549569055101,0.9335563403228317,2.130352633855601,0.2779013359945905,0.6013151826573436,0.0068702290076335885,3.472204088841175,0.23752471804618835,131,0.11360745647321994,3930,5
chebypoly,MiamiHousing2016,13,0.9092486090427361,1.3104708414136108,1.0546566150082914,0.5572445949776778,1.191710377920173,3.1833002278705425,5.594899695458951,29.99004376917214,1.786182902340408,5.454708948298655,0.1556246170983013,25.278081119501962,0.16317146661864468,189,0.10112218136295284,5694,5
chebytree,MiamiHousing2016,13,0.89750084922739,0.7741631086431517,0.5148746830893206,0.22563483727160838,0.46216318320737865,0.865142111911883,1.2970791383315408,2.8700425901653355,0.3952046641144239,0.5814793651479274,0.04182029146941428,3.2336550348365933,0.16343141336770084,189,0.10112218136295284,5694,5
dt,MiamiHousing2016,13,0.8023523138449751,2.0043213737826426,1.7637041478317368,0.0,0.0,0.08053843417544342,1.2276270940418885,4.296467025599522,0.19388352638346687,0.8971965761540851,0.05110962591664346,5.262346347639723,0.15439370571045224,189,0.10112218136295284,5694,5
