model,dataset,fold,train_r2,train_r2_adj,test_r2,test_r2_adj,gap,test_mae,test_rmse,train_mae,train_rmse,tune_time,train_time,predict_time,n_pruned,n_samples_original,n_samples_final,n_features_original,n_features_final,subsampling_applied,prefilter_applied,dim_reduction_applied,hp_complexity,hp_alpha,hp_include_interactions,hp_max_interaction_complexity,mi_n_features,mi_complexity,mi_regressor,mi_alpha,mi_include_interactions,mi_n_params,hp_max_depth,hp_min_samples_leaf,mi_max_depth,mi_n_leaves,mi_n_params_per_leaf,hp_min_samples_split,mi_max_depth_actual,hp_n_rbf_auto,hp_center_init,hp_width_init,mi_n_rbf_auto,mi_center_init,mi_width_init,mi_n_rbf,mi_n_width_params,hp_n_rbf,hp_n_estimators,hp_max_features,mi_n_estimators,mi_n_leaves_total,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_reg_lambda,hp_min_child_weight,mi_best_iteration
chebypoly,abalone,2,0.576826351813555,0.5759378648497562,0.5796846713136293,0.5788021856205265,-0.0028583195000743133,1.565333893935253,2.211369193652113,1.4927805051039085,2.065507913437687,1.6757144927978516,0.004667758941650391,0.0033807754516601562,8,4177,4177,7,7,False,False,False,3.0,0.5384380966026179,True,1.0,7,3.0,Ridge,0.5384380966026179,True,44,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,abalone,3,0.575162163836372,0.5742701827766403,0.5799935079788168,0.5791116707130255,-0.004831344142444793,1.587189029876205,2.2356148916811764,1.4836348441611036,2.061677234180011,1.6999812126159668,0.007288694381713867,0.004311323165893555,5,4177,4177,7,7,False,False,False,4.0,0.7435562491603261,True,1.0,7,4.0,Ridge,0.7435562491603261,True,51,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,abalone,4,0.584338072377879,0.5834653568729735,0.5722830619442192,0.571385035979495,0.012055010433659863,1.3970744182102144,1.9124710665201456,1.5288544666076749,2.1239373558377683,1.6808972358703613,0.0071010589599609375,0.009746074676513672,11,4177,4177,7,7,False,False,False,4.0,0.9207678565291002,True,2.0,7,4.0,Ridge,0.9207678565291002,True,72,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,airfoil_noise,0,0.7608295717920585,0.7598296954199517,0.7493826522735052,0.7483349208866887,0.011446919518553256,2.892824612349457,3.5433843621421635,2.6521056993404395,3.3497515446543087,1.327028751373291,0.004416465759277344,0.003876924514770508,12,1503,1503,5,5,False,False,False,14.0,0.7912464750774234,True,2.0,5,14.0,Ridge,0.7912464750774234,True,92,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,airfoil_noise,1,0.7578364780393965,0.7568240887335411,0.7432147892369401,0.742141272469536,0.0146216888024564,2.578607169357831,3.317806929748057,2.7038244793026176,3.4350339989284344,1.1225929260253906,0.0034456253051757812,0.0031905174255371094,14,1503,1503,5,5,False,False,False,8.0,0.1596916660162113,True,2.0,5,8.0,Ridge,0.1596916660162113,True,62,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,airfoil_noise,2,0.7524712606379153,0.7514364414934249,0.7521400721075677,0.7511038683956428,0.00033118853034752593,2.7774419495031224,3.526952712274462,2.678202923191197,3.4048737281291968,1.2485530376434326,0.003452777862548828,0.0032520294189453125,13,1503,1503,5,5,False,False,False,8.0,0.5615462722945815,True,2.0,5,8.0,Ridge,0.5615462722945815,True,62,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,airfoil_noise,3,0.7661034715363548,0.7651264601392636,0.7386771623477322,0.7375855882556175,0.027426309188622655,2.8009201053889683,3.592948410209204,2.665996555278186,3.3180265959257835,1.31242036819458,0.004179477691650391,0.003913164138793945,11,1503,1503,5,5,False,False,False,11.0,0.001384491218739156,True,2.0,5,11.0,Ridge,0.001384491218739156,True,77,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,airfoil_noise,4,0.782983094091365,0.7820765907249965,0.6635426089119618,0.6621371895674002,0.1194404851794032,3.126214425368865,3.8848132213642117,2.561681447959363,3.2351985165255916,1.0670037269592285,0.004035472869873047,0.003565073013305664,14,1503,1503,5,5,False,False,False,12.0,0.002266223520933769,True,2.0,5,12.0,Ridge,0.002266223520933769,True,82,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,analcatdata_supreme,0,0.9818616330864077,0.9818335985162167,0.9620118894516897,0.9619531752159118,0.01984974363471803,0.02021458557602839,0.09994011139018105,0.019347814136991263,0.07514940804425174,1.4213926792144775,0.006279945373535156,0.004993915557861328,4,4052,4052,7,5,False,False,False,13.0,0.10432260761074406,False,,5,13.0,Ridge,0.10432260761074406,False,67,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,analcatdata_supreme,1,0.9770582454022902,0.9770227867398518,0.9844442163100972,0.9844201733677634,-0.007385970907806905,0.020444968668731068,0.06859708756367297,0.02143641558600248,0.08319824861286028,1.6512043476104736,0.010419607162475586,0.008674144744873047,4,4052,4052,7,5,False,False,False,14.0,0.001043234449805113,True,1.0,5,14.0,Ridge,0.001043234449805113,True,82,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,analcatdata_supreme,2,0.9776506364049069,0.9776161040136907,0.9815254713301954,0.9814969260139565,-0.003874834925288506,0.021122807297187025,0.07703733262479127,0.020536919308845207,0.08147224666239482,1.5472729206085205,0.005025386810302734,0.0036020278930664062,7,4052,4052,7,5,False,False,False,14.0,0.10704767161606918,False,,5,14.0,Ridge,0.10704767161606918,False,72,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,analcatdata_supreme,3,0.9763431065147505,0.9763065538363123,0.9880964849241152,0.9880780925955059,-0.011753378409364634,0.017861968537450434,0.0566308005571351,0.021370616798402433,0.08561409623367268,1.5473182201385498,0.00491786003112793,0.0036029815673828125,6,4052,4052,7,5,False,False,False,13.0,0.0010600508544047456,False,,5,13.0,Ridge,0.0010600508544047456,False,67,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,analcatdata_supreme,4,0.9797426616175813,0.9797113616509829,0.9741506115566172,0.9741106712160063,0.005592050060964082,0.022772030186079848,0.09516331108601182,0.01925687423095844,0.07655084753215663,1.4941139221191406,0.0054018497467041016,0.00359344482421875,9,4052,4052,7,5,False,False,False,14.0,0.17844950734834475,False,,5,14.0,Ridge,0.17844950734834475,False,72,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,california_housing,0,0.7411620892215156,0.7410366148661724,0.7171435667197243,0.7170064491370883,0.024018522501791262,0.4281601956441079,0.6088165649222032,0.41501994867967384,0.5882251945588303,4.197858810424805,0.043398141860961914,0.02778029441833496,2,20640,20640,8,8,False,False,False,14.0,1.1488667160809654,True,1.0,8,14.0,Ridge,1.1488667160809654,True,142,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,california_housing,1,0.7382221395032788,0.7380952399768912,0.73346496161183,0.7333357559942388,0.004757177891448805,0.4289328486868231,0.6034168784672447,0.41461516701881973,0.5884222171728056,4.1707680225372314,0.048958539962768555,0.0281069278717041,10,20640,20640,8,8,False,False,False,14.0,2.4967438553044463,True,2.0,8,14.0,Ridge,2.4967438553044463,True,170,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,california_housing,2,0.7377834628552964,0.7376563506758649,0.7302824693073273,0.7301517209436637,0.00750099354796907,0.41117361743960235,0.5923820705352965,0.41894020254880515,0.5925776941352947,3.695033550262451,0.04326176643371582,0.028350830078125,14,20640,20640,8,8,False,False,False,14.0,1.146461921582306,True,1.0,8,14.0,Ridge,1.146461921582306,True,142,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,california_housing,3,0.7395780757567767,0.7394518335345173,0.7546317118191745,0.7545127670027505,-0.015053636062397846,0.40431481775969036,0.5719037955598449,0.415583926144285,0.588779992382194,3.4958765506744385,0.043181419372558594,0.0280301570892334,16,20640,20640,8,8,False,False,False,14.0,1.0959002863485585,True,1.0,8,14.0,Ridge,1.0959002863485585,True,142,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,california_housing,4,0.7399543734590386,0.7398283136509838,0.7149527550231359,0.7148145754218626,0.02500161843590265,0.43175798919379643,0.6194110002789595,0.41504925009958943,0.5876430678762814,3.9903666973114014,0.046501874923706055,0.03725266456604004,9,20640,20640,8,8,False,False,False,14.0,0.9492237272407869,True,1.0,8,14.0,Ridge,0.9492237272407869,True,142,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,concrete_strength,0,0.9395120350581309,0.9389182881629959,0.8938268551478403,0.8927846647689234,0.04568517991029053,4.104700074531436,5.230522558051614,3.1565839508504845,4.145335656793381,1.2749674320220947,0.006898641586303711,0.005898952484130859,5,1030,1030,8,8,False,False,False,14.0,1.0177795790720965,True,2.0,8,14.0,Ridge,1.0177795790720965,True,170,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,concrete_strength,1,0.9352591288123887,0.9346236355982772,0.8922127796628465,0.8911547455981873,0.043046349149542196,4.307917523154979,6.0061235071568415,3.1492162745336985,4.140402260431374,1.2148635387420654,0.005861043930053711,0.0057773590087890625,11,1030,1030,8,8,False,False,False,10.0,0.2747638916574238,True,2.0,8,10.0,Ridge,0.2747638916574238,True,138,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,concrete_strength,2,0.9339883779391005,0.9333404110967849,0.8932895427551981,0.8922420781442062,0.04069883518390238,3.843379756851678,5.496809422245549,3.350944700063153,4.280797418422997,1.530104160308838,0.005992889404296875,0.005808830261230469,14,1030,1030,8,8,False,False,False,10.0,0.5966254534900369,True,2.0,8,10.0,Ridge,0.5966254534900369,True,138,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,concrete_strength,3,0.9270346723585783,0.9263184482835705,0.8924147907173736,0.891358739583311,0.034619881641204664,4.167467608280984,5.507819343744168,3.407136693903226,4.503897949667987,1.6379759311676025,0.005570173263549805,0.00551152229309082,7,1030,1030,8,8,False,False,False,7.0,0.6868277260047936,True,2.0,8,7.0,Ridge,0.6868277260047936,True,114,,,,,,,,,,,,,,,,,,,,,,,,,,
chebypoly,concrete_strength,4,0.9305945352535063,0.9299132546179579,0.8958556579465857,0.8948333821963682,0.0347388773069206,3.794515555628003,4.9567558428708125,3.4574780257390256,4.4826411134811295,1.6336028575897217,0.0060923099517822266,0.005925655364990234,13,1030,1030,8,8,False,False,False,10.0,1.030651389780761,True,2.0,8,10.0,Ridge,1.030651389780761,True,138,,,,,,,,,,,,,,,,,,,,,,,,,,
